[WF] ALGO=gwo WINDOW=Y2 RUN=17 at Thu Jun  4 01:02:36 AM +03 2026
[2026-06-04 01:02:39] [WF] [INFO] Tek kosu: gwo/Y2/run_017, seed=42017
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] [WALK-FORWARD] Veri penceresi: [7344:16104] (8760 saat)
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] OPTIMIZER: GWO
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] DB: walk_forward_runs/gwo_Y2/run_017/gwo_running.db
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] Seed: 42017
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] Mode: joint
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] Pop: 40, MaxIter: 50
[2026-06-04 01:03:10] [OPT.GWO] [INFO] Yeni GWO çalışması başlatıldı | Seed: 42017 | Pop: 40 | MaxIter: 50
[2026-06-04 01:03:10] [OPT.GWO] [INFO] ============================================================
[2026-06-04 01:03:10] [OPT.GWO] [INFO] GWO OPTIMIZASYONU
[2026-06-04 01:03:10] [OPT.GWO] [INFO] ============================================================
[2026-06-04 01:03:10] [OPT.GWO] [INFO] Pop: 40 | MaxIter: 50 | Workers: 35 | Seed: 42017 | Mode: joint
[2026-06-04 01:03:10] [OPT.GWO] [INFO] Algo params: {'a_start': 2.0, 'a_end': 0.0}
[2026-06-04 01:03:10] [OPT.GWO] [INFO] 
[INIT] Popülasyon değerlendiriliyor...
[2026-06-04 01:03:19] [INFO]  i:T-0 | ind 0 (I) | wavelet=db6 | level=3 | mode=zero | look_back=64 | hidden=102 | layers=4 | dropout=0.163 | lr=0.00754 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 9 (W) | wavelet=coif5 | level=4 | mode=symmetric | look_back=55 | hidden=130 | layers=3 | dropout=0.304 | lr=0.00036 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 10 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=87 | hidden=116 | layers=1 | dropout=0.300 | lr=0.00015 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 11 (W) | wavelet=coif3 | level=6 | mode=zero | look_back=64 | hidden=71 | layers=4 | dropout=0.498 | lr=0.00013 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 12 (W) | wavelet=coif5 | level=6 | mode=periodization | look_back=57 | hidden=92 | layers=2 | dropout=0.500 | lr=0.00015 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 13 (W) | wavelet=sym8 | level=7 | mode=periodization | look_back=50 | hidden=96 | layers=2 | dropout=0.500 | lr=0.00016 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 14 (W) | wavelet=sym7 | level=5 | mode=periodization | look_back=41 | hidden=64 | layers=2 | dropout=0.483 | lr=0.00015 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 15 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=80 | hidden=116 | layers=2 | dropout=0.273 | lr=0.00015 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 16 (W) | wavelet=coif5 | level=3 | mode=zero | look_back=52 | hidden=109 | layers=3 | dropout=0.125 | lr=0.00014 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 17 (W) | wavelet=coif4 | level=7 | mode=symmetric | look_back=62 | hidden=151 | layers=2 | dropout=0.199 | lr=0.00013 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 18 (W) | wavelet=sym6 | level=3 | mode=zero | look_back=35 | hidden=86 | layers=2 | dropout=0.465 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 19 (W) | wavelet=coif5 | level=4 | mode=zero | look_back=59 | hidden=159 | layers=2 | dropout=0.192 | lr=0.00017 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 20 (W) | wavelet=sym5 | level=5 | mode=zero | look_back=63 | hidden=188 | layers=3 | dropout=0.206 | lr=0.00010 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 21 (W) | wavelet=coif3 | level=6 | mode=periodization | look_back=59 | hidden=80 | layers=1 | dropout=0.500 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 22 (W) | wavelet=sym7 | level=6 | mode=zero | look_back=56 | hidden=146 | layers=4 | dropout=0.500 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 23 (W) | wavelet=sym5 | level=5 | mode=zero | look_back=74 | hidden=123 | layers=2 | dropout=0.447 | lr=0.00047 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 24 (W) | wavelet=sym6 | level=5 | mode=periodization | look_back=71 | hidden=73 | layers=3 | dropout=0.451 | lr=0.00017 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 25 (W) | wavelet=coif5 | level=5 | mode=periodization | look_back=76 | hidden=95 | layers=3 | dropout=0.254 | lr=0.00014 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 26 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=67 | hidden=80 | layers=2 | dropout=0.030 | lr=0.00016 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 27 (W) | wavelet=coif4 | level=5 | mode=zero | look_back=59 | hidden=92 | layers=4 | dropout=0.455 | lr=0.00060 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 28 (W) | wavelet=coif5 | level=7 | mode=zero | look_back=47 | hidden=147 | layers=3 | dropout=0.187 | lr=0.00040 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 29 (W) | wavelet=sym8 | level=4 | mode=zero | look_back=56 | hidden=86 | layers=3 | dropout=0.312 | lr=0.00010 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 30 (W) | wavelet=coif5 | level=7 | mode=zero | look_back=52 | hidden=158 | layers=4 | dropout=0.356 | lr=0.00023 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 31 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=63 | hidden=114 | layers=4 | dropout=0.060 | lr=0.00016 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 32 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=41 | hidden=79 | layers=3 | dropout=0.373 | lr=0.00017 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 33 (W) | wavelet=coif5 | level=6 | mode=periodization | look_back=55 | hidden=91 | layers=1 | dropout=0.492 | lr=0.00023 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:58:13] [INFO]  i:T-9 | ind 34 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=32 | hidden=120 | layers=3 | dropout=0.268 | lr=0.00018 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 07:59:29] [INFO]  i:T-9 | ind 35 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=77 | hidden=138 | layers=2 | dropout=0.408 | lr=0.00011 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:59:31] [INFO]  i:T-9 | ind 36 (W) | wavelet=coif4 | level=4 | mode=symmetric | look_back=58 | hidden=98 | layers=3 | dropout=0.000 | lr=0.00018 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 07:59:49] [INFO]  i:T-9 | ind 37 (W) | wavelet=sym7 | level=6 | mode=periodization | look_back=64 | hidden=73 | layers=4 | dropout=0.310 | lr=0.00013 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:00:12] [INFO]  i:T-9 | ind 38 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=68 | hidden=77 | layers=3 | dropout=0.294 | lr=0.00019 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:00:40] [INFO]  i:T-9 | ind 39 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=44 | hidden=118 | layers=1 | dropout=0.434 | lr=0.00017 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:42] [OPT.GWO] [INFO] 
[ITER 10] α=0.057934 β=0.060131 δ=0.064012 | a=1.633 | Duration: 814.4s
[2026-06-04 08:11:42] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 08:11:42] [OPT.GWO] [INFO] GWO ITERATION 11/50
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 0 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=42 | hidden=106 | layers=2 | dropout=0.065 | lr=0.00018 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 1 (W) | wavelet=coif4 | level=5 | mode=zero | look_back=49 | hidden=84 | layers=2 | dropout=0.336 | lr=0.00045 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 2 (W) | wavelet=sym8 | level=6 | mode=zero | look_back=53 | hidden=131 | layers=3 | dropout=0.375 | lr=0.00018 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 3 (W) | wavelet=coif5 | level=6 | mode=periodization | look_back=54 | hidden=50 | layers=2 | dropout=0.395 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 4 (W) | wavelet=coif5 | level=6 | mode=periodization | look_back=72 | hidden=108 | layers=1 | dropout=0.208 | lr=0.00011 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 5 (W) | wavelet=coif5 | level=4 | mode=periodization | look_back=55 | hidden=75 | layers=4 | dropout=0.336 | lr=0.00011 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 6 (W) | wavelet=db6 | level=6 | mode=periodization | look_back=61 | hidden=124 | layers=4 | dropout=0.500 | lr=0.00016 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 7 (W) | wavelet=sym6 | level=5 | mode=zero | look_back=46 | hidden=136 | layers=3 | dropout=0.430 | lr=0.00015 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 8 (W) | wavelet=coif4 | level=4 | mode=zero | look_back=45 | hidden=124 | layers=2 | dropout=0.290 | lr=0.00015 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 9 (W) | wavelet=coif4 | level=6 | mode=symmetric | look_back=63 | hidden=101 | layers=3 | dropout=0.500 | lr=0.00018 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:47] [INFO]  i:T-10 | ind 10 (W) | wavelet=coif3 | level=5 | mode=zero | look_back=96 | hidden=103 | layers=2 | dropout=0.330 | lr=0.00019 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 11 (W) | wavelet=coif5 | level=6 | mode=periodization | look_back=44 | hidden=76 | layers=1 | dropout=0.259 | lr=0.00017 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 12 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=51 | hidden=159 | layers=3 | dropout=0.304 | lr=0.00017 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 13 (W) | wavelet=sym7 | level=6 | mode=zero | look_back=46 | hidden=99 | layers=3 | dropout=0.372 | lr=0.00027 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 14 (W) | wavelet=coif5 | level=7 | mode=symmetric | look_back=78 | hidden=104 | layers=4 | dropout=0.118 | lr=0.00020 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 15 (W) | wavelet=coif4 | level=6 | mode=zero | look_back=65 | hidden=157 | layers=3 | dropout=0.246 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 16 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=55 | hidden=87 | layers=2 | dropout=0.188 | lr=0.00021 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 17 (W) | wavelet=sym8 | level=3 | mode=zero | look_back=49 | hidden=114 | layers=4 | dropout=0.388 | lr=0.00023 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 18 (W) | wavelet=sym7 | level=5 | mode=zero | look_back=55 | hidden=105 | layers=3 | dropout=0.500 | lr=0.00012 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 19 (W) | wavelet=coif3 | level=6 | mode=zero | look_back=57 | hidden=78 | layers=3 | dropout=0.500 | lr=0.00014 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 20 (W) | wavelet=coif5 | level=6 | mode=periodization | look_back=72 | hidden=32 | layers=3 | dropout=0.366 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 21 (W) | wavelet=coif5 | level=5 | mode=periodization | look_back=57 | hidden=82 | layers=3 | dropout=0.500 | lr=0.00014 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 22 (W) | wavelet=coif4 | level=6 | mode=periodization | look_back=51 | hidden=94 | layers=2 | dropout=0.465 | lr=0.00011 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 23 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=54 | hidden=93 | layers=2 | dropout=0.500 | lr=0.00056 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 24 (W) | wavelet=coif4 | level=7 | mode=periodization | look_back=41 | hidden=97 | layers=3 | dropout=0.422 | lr=0.00017 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 25 (W) | wavelet=coif4 | level=6 | mode=zero | look_back=75 | hidden=83 | layers=2 | dropout=0.326 | lr=0.00020 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 26 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=42 | hidden=180 | layers=3 | dropout=0.389 | lr=0.00015 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 27 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=53 | hidden=131 | layers=4 | dropout=0.358 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 28 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=49 | hidden=118 | layers=1 | dropout=0.275 | lr=0.00028 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 29 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=56 | hidden=70 | layers=3 | dropout=0.285 | lr=0.00017 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 30 (W) | wavelet=coif5 | level=7 | mode=symmetric | look_back=43 | hidden=106 | layers=3 | dropout=0.355 | lr=0.00019 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 31 (W) | wavelet=coif3 | level=6 | mode=periodization | look_back=68 | hidden=86 | layers=2 | dropout=0.351 | lr=0.00024 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 32 (W) | wavelet=sym8 | level=5 | mode=zero | look_back=54 | hidden=98 | layers=2 | dropout=0.497 | lr=0.00019 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 33 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=62 | hidden=119 | layers=4 | dropout=0.373 | lr=0.00015 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:11:48] [INFO]  i:T-10 | ind 34 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=56 | hidden=130 | layers=4 | dropout=0.237 | lr=0.00016 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:12:41] [INFO]  i:T-10 | ind 35 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=34 | hidden=42 | layers=4 | dropout=0.472 | lr=0.00016 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:13:12] [INFO]  i:T-10 | ind 36 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=54 | hidden=121 | layers=3 | dropout=0.381 | lr=0.00014 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:13:21] [INFO]  i:T-10 | ind 37 (W) | wavelet=coif5 | level=5 | mode=periodization | look_back=58 | hidden=124 | layers=4 | dropout=0.368 | lr=0.00011 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:13:44] [INFO]  i:T-10 | ind 38 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=73 | hidden=74 | layers=3 | dropout=0.396 | lr=0.00023 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:13:45] [INFO]  i:T-10 | ind 39 (W) | wavelet=coif5 | level=4 | mode=periodization | look_back=45 | hidden=87 | layers=4 | dropout=0.370 | lr=0.00017 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:38] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.054985
[2026-06-04 08:26:38] [OPT.GWO] [INFO] 
[ITER 11] α=0.054985 β=0.057934 δ=0.060131 | a=1.592 | Duration: 896.3s
[2026-06-04 08:26:38] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 08:26:38] [OPT.GWO] [INFO] GWO ITERATION 12/50
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 1 (W) | wavelet=coif5 | level=4 | mode=periodization | look_back=43 | hidden=84 | layers=4 | dropout=0.500 | lr=0.00015 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 0 (W) | wavelet=coif4 | level=5 | mode=zero | look_back=65 | hidden=104 | layers=4 | dropout=0.339 | lr=0.00014 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 2 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=40 | hidden=153 | layers=3 | dropout=0.500 | lr=0.00024 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 5 (W) | wavelet=sym5 | level=6 | mode=zero | look_back=70 | hidden=143 | layers=1 | dropout=0.438 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 4 (W) | wavelet=db8 | level=4 | mode=zero | look_back=57 | hidden=117 | layers=2 | dropout=0.491 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 6 (W) | wavelet=coif5 | level=5 | mode=periodization | look_back=55 | hidden=104 | layers=4 | dropout=0.310 | lr=0.00018 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 7 (W) | wavelet=coif5 | level=4 | mode=symmetric | look_back=56 | hidden=101 | layers=4 | dropout=0.491 | lr=0.00016 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 8 (W) | wavelet=sym8 | level=5 | mode=periodization | look_back=37 | hidden=58 | layers=4 | dropout=0.197 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 9 (W) | wavelet=sym6 | level=5 | mode=periodization | look_back=54 | hidden=97 | layers=4 | dropout=0.474 | lr=0.00022 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 10 (W) | wavelet=coif5 | level=6 | mode=periodization | look_back=35 | hidden=102 | layers=4 | dropout=0.487 | lr=0.00020 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 11 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=60 | hidden=125 | layers=2 | dropout=0.415 | lr=0.00011 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 12 (W) | wavelet=coif4 | level=7 | mode=zero | look_back=60 | hidden=91 | layers=2 | dropout=0.500 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 13 (W) | wavelet=sym7 | level=4 | mode=zero | look_back=41 | hidden=86 | layers=3 | dropout=0.251 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 3 (W) | wavelet=coif5 | level=5 | mode=periodization | look_back=49 | hidden=116 | layers=4 | dropout=0.496 | lr=0.00019 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 14 (W) | wavelet=coif5 | level=3 | mode=symmetric | look_back=49 | hidden=118 | layers=3 | dropout=0.439 | lr=0.00018 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 16 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=67 | hidden=106 | layers=3 | dropout=0.342 | lr=0.00030 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 15 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=44 | hidden=99 | layers=1 | dropout=0.500 | lr=0.00013 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 17 (W) | wavelet=sym7 | level=6 | mode=periodization | look_back=60 | hidden=132 | layers=4 | dropout=0.467 | lr=0.00031 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 18 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=66 | hidden=55 | layers=3 | dropout=0.295 | lr=0.00012 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 19 (W) | wavelet=coif5 | level=7 | mode=zero | look_back=49 | hidden=158 | layers=4 | dropout=0.465 | lr=0.00015 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 20 (W) | wavelet=sym6 | level=6 | mode=zero | look_back=82 | hidden=110 | layers=3 | dropout=0.373 | lr=0.00015 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 22 (W) | wavelet=coif4 | level=6 | mode=zero | look_back=60 | hidden=114 | layers=1 | dropout=0.474 | lr=0.00023 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 21 (W) | wavelet=sym7 | level=5 | mode=zero | look_back=72 | hidden=89 | layers=4 | dropout=0.479 | lr=0.00019 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 23 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=60 | hidden=96 | layers=3 | dropout=0.366 | lr=0.00035 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 24 (W) | wavelet=coif5 | level=4 | mode=zero | look_back=57 | hidden=112 | layers=4 | dropout=0.419 | lr=0.00012 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 25 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=54 | hidden=65 | layers=4 | dropout=0.442 | lr=0.00013 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 26 (W) | wavelet=coif5 | level=4 | mode=zero | look_back=44 | hidden=100 | layers=3 | dropout=0.215 | lr=0.00016 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 27 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=45 | hidden=151 | layers=1 | dropout=0.320 | lr=0.00025 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 28 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=56 | hidden=116 | layers=4 | dropout=0.334 | lr=0.00011 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 29 (W) | wavelet=sym8 | level=6 | mode=periodization | look_back=47 | hidden=122 | layers=4 | dropout=0.418 | lr=0.00034 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 30 (W) | wavelet=coif5 | level=4 | mode=periodization | look_back=54 | hidden=57 | layers=3 | dropout=0.500 | lr=0.00014 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 31 (W) | wavelet=coif3 | level=7 | mode=periodization | look_back=62 | hidden=109 | layers=4 | dropout=0.447 | lr=0.00023 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 32 (W) | wavelet=coif5 | level=7 | mode=periodization | look_back=66 | hidden=103 | layers=4 | dropout=0.500 | lr=0.00016 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 33 (W) | wavelet=coif5 | level=4 | mode=zero | look_back=64 | hidden=91 | layers=4 | dropout=0.469 | lr=0.00022 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:26:47] [INFO]  i:T-11 | ind 34 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=66 | hidden=115 | layers=3 | dropout=0.500 | lr=0.00014 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 08:28:09] [INFO]  i:T-11 | ind 35 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=24 | hidden=54 | layers=4 | dropout=0.420 | lr=0.00026 | batch=64 | ablation[dwt=True, bi=True]
