[WF] ALGO=gwo WINDOW=Y3 RUN=22 at Thu Jun  4 02:29:34 AM +03 2026
[2026-06-04 02:29:38] [WF] [INFO] Tek kosu: gwo/Y3/run_022, seed=42022
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] [WALK-FORWARD] Veri penceresi: [16104:24864] (8760 saat)
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] OPTIMIZER: GWO
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] DB: walk_forward_runs/gwo_Y3/run_022/gwo_running.db
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] Seed: 42022
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] Mode: joint
[2026-06-04 02:30:49] [RUN_OPTIMIZER] [INFO] Pop: 40, MaxIter: 50
[2026-06-04 02:30:49] [OPT.GWO] [INFO] Yeni GWO çalışması başlatıldı | Seed: 42022 | Pop: 40 | MaxIter: 50
[2026-06-04 02:30:49] [OPT.GWO] [INFO] ============================================================
[2026-06-04 02:30:49] [OPT.GWO] [INFO] GWO OPTIMIZASYONU
[2026-06-04 02:30:49] [OPT.GWO] [INFO] ============================================================
[2026-06-04 02:30:49] [OPT.GWO] [INFO] Pop: 40 | MaxIter: 50 | Workers: 35 | Seed: 42022 | Mode: joint
[2026-06-04 02:30:49] [OPT.GWO] [INFO] Algo params: {'a_start': 2.0, 'a_end': 0.0}
[2026-06-04 02:30:49] [OPT.GWO] [INFO] 
[INIT] Popülasyon değerlendiriliyor...
[2026-06-04 02:31:00] [INFO]  i:T-0 | ind 0 (I) | wavelet=coif5 | level=7 | mode=symmetric | look_back=46 | hidden=187 | layers=4 | dropout=0.390 | lr=0.00380 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 18:17:17] [INFO]  i:T-13 | ind 27 (W) | wavelet=sym7 | level=7 | mode=symmetric | look_back=47 | hidden=186 | layers=3 | dropout=0.035 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:17:17] [INFO]  i:T-13 | ind 28 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=46 | hidden=139 | layers=3 | dropout=0.044 | lr=0.00889 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:17:17] [INFO]  i:T-13 | ind 29 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=42 | hidden=130 | layers=3 | dropout=0.039 | lr=0.00767 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:17:17] [INFO]  i:T-13 | ind 30 (W) | wavelet=db8 | level=7 | mode=symmetric | look_back=49 | hidden=98 | layers=2 | dropout=0.065 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:17:17] [INFO]  i:T-13 | ind 31 (W) | wavelet=sym5 | level=7 | mode=symmetric | look_back=49 | hidden=74 | layers=3 | dropout=0.022 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:17:17] [INFO]  i:T-13 | ind 32 (W) | wavelet=coif3 | level=6 | mode=symmetric | look_back=53 | hidden=123 | layers=3 | dropout=0.045 | lr=0.00607 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:17:17] [INFO]  i:T-13 | ind 33 (W) | wavelet=coif3 | level=6 | mode=symmetric | look_back=48 | hidden=115 | layers=3 | dropout=0.036 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:17:17] [INFO]  i:T-13 | ind 34 (W) | wavelet=sym6 | level=4 | mode=symmetric | look_back=48 | hidden=137 | layers=1 | dropout=0.009 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:18:57] [INFO]  i:T-13 | ind 35 (W) | wavelet=sym7 | level=4 | mode=symmetric | look_back=44 | hidden=95 | layers=1 | dropout=0.031 | lr=0.00474 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:19:23] [INFO]  i:T-13 | ind 36 (W) | wavelet=coif4 | level=7 | mode=symmetric | look_back=41 | hidden=114 | layers=3 | dropout=0.045 | lr=0.00600 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:19:29] [INFO]  i:T-13 | ind 37 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=57 | hidden=101 | layers=3 | dropout=0.062 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:19:29] [INFO]  i:T-13 | ind 38 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=47 | hidden=112 | layers=2 | dropout=0.055 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:19:31] [INFO]  i:T-13 | ind 39 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=64 | hidden=105 | layers=2 | dropout=0.039 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:33] [OPT.GWO] [INFO] 
[ITER 14] α=0.051925 β=0.052433 δ=0.053470 | a=1.469 | Duration: 802.1s
[2026-06-04 18:30:33] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 18:30:33] [OPT.GWO] [INFO] GWO ITERATION 15/50
[2026-06-04 18:30:38] [INFO]  i:T-14 | ind 0 (W) | wavelet=coif5 | level=7 | mode=symmetric | look_back=57 | hidden=124 | layers=2 | dropout=0.058 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:38] [INFO]  i:T-14 | ind 1 (W) | wavelet=db8 | level=6 | mode=symmetric | look_back=53 | hidden=166 | layers=4 | dropout=0.042 | lr=0.00757 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:38] [INFO]  i:T-14 | ind 2 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=53 | hidden=131 | layers=4 | dropout=0.011 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:38] [INFO]  i:T-14 | ind 3 (W) | wavelet=sym8 | level=6 | mode=symmetric | look_back=57 | hidden=163 | layers=2 | dropout=0.050 | lr=0.00162 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:38] [INFO]  i:T-14 | ind 4 (W) | wavelet=coif5 | level=6 | mode=symmetric | look_back=54 | hidden=139 | layers=3 | dropout=0.036 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:38] [INFO]  i:T-14 | ind 5 (W) | wavelet=sym8 | level=6 | mode=symmetric | look_back=64 | hidden=203 | layers=2 | dropout=0.044 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:38] [INFO]  i:T-14 | ind 6 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=46 | hidden=120 | layers=3 | dropout=0.040 | lr=0.00639 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:38] [INFO]  i:T-14 | ind 7 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=45 | hidden=90 | layers=3 | dropout=0.051 | lr=0.00176 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:38] [INFO]  i:T-14 | ind 8 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=46 | hidden=70 | layers=3 | dropout=0.049 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 9 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=48 | hidden=117 | layers=2 | dropout=0.034 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 10 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=39 | hidden=92 | layers=4 | dropout=0.069 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 11 (W) | wavelet=coif5 | level=6 | mode=symmetric | look_back=50 | hidden=102 | layers=4 | dropout=0.027 | lr=0.00411 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 12 (W) | wavelet=coif4 | level=7 | mode=symmetric | look_back=61 | hidden=100 | layers=2 | dropout=0.067 | lr=0.00228 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 13 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=41 | hidden=125 | layers=3 | dropout=0.033 | lr=0.00490 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 14 (W) | wavelet=sym5 | level=7 | mode=symmetric | look_back=52 | hidden=126 | layers=2 | dropout=0.012 | lr=0.00534 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 15 (W) | wavelet=db6 | level=6 | mode=symmetric | look_back=50 | hidden=193 | layers=1 | dropout=0.035 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 16 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=53 | hidden=153 | layers=2 | dropout=0.057 | lr=0.00149 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 17 (W) | wavelet=db8 | level=6 | mode=symmetric | look_back=41 | hidden=149 | layers=2 | dropout=0.014 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 18 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=53 | hidden=109 | layers=1 | dropout=0.053 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 19 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=41 | hidden=157 | layers=3 | dropout=0.016 | lr=0.00258 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 20 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=36 | hidden=186 | layers=2 | dropout=0.099 | lr=0.00353 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 21 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=66 | hidden=37 | layers=3 | dropout=0.052 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 22 (W) | wavelet=coif3 | level=7 | mode=symmetric | look_back=56 | hidden=133 | layers=3 | dropout=0.036 | lr=0.00175 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 23 (W) | wavelet=coif3 | level=6 | mode=symmetric | look_back=48 | hidden=127 | layers=2 | dropout=0.050 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 24 (W) | wavelet=db7 | level=6 | mode=symmetric | look_back=46 | hidden=112 | layers=3 | dropout=0.048 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 25 (W) | wavelet=coif4 | level=6 | mode=symmetric | look_back=54 | hidden=85 | layers=3 | dropout=0.009 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 26 (W) | wavelet=db8 | level=6 | mode=symmetric | look_back=52 | hidden=144 | layers=4 | dropout=0.042 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 27 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=39 | hidden=128 | layers=3 | dropout=0.037 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 28 (W) | wavelet=coif5 | level=4 | mode=symmetric | look_back=48 | hidden=137 | layers=3 | dropout=0.050 | lr=0.00742 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 29 (W) | wavelet=sym8 | level=7 | mode=symmetric | look_back=35 | hidden=106 | layers=4 | dropout=0.029 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 30 (W) | wavelet=sym8 | level=7 | mode=symmetric | look_back=35 | hidden=144 | layers=3 | dropout=0.058 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 31 (W) | wavelet=sym6 | level=7 | mode=symmetric | look_back=43 | hidden=96 | layers=3 | dropout=0.069 | lr=0.00438 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 32 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=52 | hidden=134 | layers=3 | dropout=0.038 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 33 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=51 | hidden=114 | layers=3 | dropout=0.035 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:30:39] [INFO]  i:T-14 | ind 34 (W) | wavelet=db8 | level=6 | mode=symmetric | look_back=44 | hidden=109 | layers=1 | dropout=0.031 | lr=0.00415 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:31:49] [INFO]  i:T-14 | ind 35 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=52 | hidden=110 | layers=1 | dropout=0.070 | lr=0.00282 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:31:53] [INFO]  i:T-14 | ind 36 (W) | wavelet=coif3 | level=4 | mode=symmetric | look_back=38 | hidden=131 | layers=2 | dropout=0.054 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:32:36] [INFO]  i:T-14 | ind 37 (W) | wavelet=sym7 | level=4 | mode=symmetric | look_back=41 | hidden=123 | layers=3 | dropout=0.036 | lr=0.00077 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:33:02] [INFO]  i:T-14 | ind 38 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=48 | hidden=105 | layers=2 | dropout=0.042 | lr=0.00338 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:33:21] [INFO]  i:T-14 | ind 39 (W) | wavelet=sym5 | level=7 | mode=symmetric | look_back=51 | hidden=98 | layers=3 | dropout=0.059 | lr=0.00947 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:36] [OPT.GWO] [INFO] 
[ITER 15] α=0.051925 β=0.052433 δ=0.053470 | a=1.429 | Duration: 963.2s
[2026-06-04 18:46:36] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 18:46:36] [OPT.GWO] [INFO] GWO ITERATION 16/50
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 0 (W) | wavelet=sym6 | level=7 | mode=symmetric | look_back=46 | hidden=85 | layers=3 | dropout=0.036 | lr=0.00756 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 1 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=56 | hidden=152 | layers=3 | dropout=0.061 | lr=0.00721 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 2 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=59 | hidden=122 | layers=3 | dropout=0.084 | lr=0.00325 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 3 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=43 | hidden=135 | layers=2 | dropout=0.057 | lr=0.00861 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 4 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=45 | hidden=93 | layers=3 | dropout=0.045 | lr=0.00775 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 5 (W) | wavelet=db6 | level=6 | mode=symmetric | look_back=38 | hidden=140 | layers=4 | dropout=0.044 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 6 (W) | wavelet=coif4 | level=6 | mode=symmetric | look_back=43 | hidden=117 | layers=3 | dropout=0.047 | lr=0.00800 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 7 (W) | wavelet=sym7 | level=7 | mode=symmetric | look_back=31 | hidden=59 | layers=1 | dropout=0.044 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 8 (W) | wavelet=sym8 | level=6 | mode=symmetric | look_back=56 | hidden=182 | layers=3 | dropout=0.065 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 9 (W) | wavelet=db8 | level=7 | mode=symmetric | look_back=47 | hidden=137 | layers=3 | dropout=0.046 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 10 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=62 | hidden=136 | layers=4 | dropout=0.055 | lr=0.00458 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 11 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=69 | hidden=138 | layers=3 | dropout=0.048 | lr=0.00276 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 12 (W) | wavelet=sym8 | level=3 | mode=symmetric | look_back=46 | hidden=171 | layers=4 | dropout=0.046 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 13 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=53 | hidden=94 | layers=3 | dropout=0.040 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 14 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=49 | hidden=80 | layers=3 | dropout=0.035 | lr=0.00103 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 15 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=56 | hidden=137 | layers=3 | dropout=0.035 | lr=0.00043 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 16 (W) | wavelet=coif3 | level=6 | mode=symmetric | look_back=46 | hidden=107 | layers=4 | dropout=0.052 | lr=0.00661 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 17 (W) | wavelet=coif3 | level=7 | mode=symmetric | look_back=48 | hidden=106 | layers=3 | dropout=0.057 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 18 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=43 | hidden=70 | layers=4 | dropout=0.045 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 19 (W) | wavelet=sym7 | level=7 | mode=symmetric | look_back=55 | hidden=137 | layers=2 | dropout=0.064 | lr=0.00229 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 20 (W) | wavelet=db7 | level=5 | mode=symmetric | look_back=48 | hidden=110 | layers=3 | dropout=0.103 | lr=0.00552 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 21 (W) | wavelet=coif4 | level=3 | mode=symmetric | look_back=44 | hidden=106 | layers=3 | dropout=0.045 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 22 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=50 | hidden=88 | layers=2 | dropout=0.041 | lr=0.00401 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 23 (W) | wavelet=coif5 | level=6 | mode=symmetric | look_back=38 | hidden=115 | layers=3 | dropout=0.030 | lr=0.00328 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 24 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=56 | hidden=128 | layers=3 | dropout=0.042 | lr=0.00527 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 25 (W) | wavelet=db5 | level=6 | mode=symmetric | look_back=53 | hidden=161 | layers=3 | dropout=0.026 | lr=0.00336 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 26 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=44 | hidden=92 | layers=4 | dropout=0.042 | lr=0.00210 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 27 (W) | wavelet=db5 | level=7 | mode=symmetric | look_back=57 | hidden=123 | layers=3 | dropout=0.051 | lr=0.00065 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 28 (W) | wavelet=db7 | level=6 | mode=symmetric | look_back=42 | hidden=149 | layers=4 | dropout=0.061 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 29 (W) | wavelet=sym8 | level=6 | mode=symmetric | look_back=51 | hidden=138 | layers=4 | dropout=0.023 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 30 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=45 | hidden=125 | layers=3 | dropout=0.032 | lr=0.00270 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 31 (W) | wavelet=coif4 | level=5 | mode=symmetric | look_back=48 | hidden=152 | layers=2 | dropout=0.036 | lr=0.00505 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 32 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=57 | hidden=124 | layers=3 | dropout=0.050 | lr=0.00766 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 33 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=50 | hidden=160 | layers=2 | dropout=0.035 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:46:42] [INFO]  i:T-15 | ind 34 (W) | wavelet=db6 | level=7 | mode=symmetric | look_back=44 | hidden=126 | layers=3 | dropout=0.042 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:47:16] [INFO]  i:T-15 | ind 35 (W) | wavelet=coif4 | level=5 | mode=symmetric | look_back=32 | hidden=110 | layers=3 | dropout=0.029 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 18:49:56] [INFO]  i:T-15 | ind 36 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=30 | hidden=73 | layers=3 | dropout=0.040 | lr=0.00448 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:50:20] [INFO]  i:T-15 | ind 37 (W) | wavelet=sym8 | level=5 | mode=symmetric | look_back=44 | hidden=135 | layers=2 | dropout=0.063 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:50:28] [INFO]  i:T-15 | ind 38 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=47 | hidden=122 | layers=3 | dropout=0.033 | lr=0.00275 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 18:50:46] [INFO]  i:T-15 | ind 39 (W) | wavelet=coif5 | level=7 | mode=symmetric | look_back=45 | hidden=136 | layers=4 | dropout=0.064 | lr=0.00682 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:12] [OPT.GWO] [INFO] 
[ITER 16] α=0.051925 β=0.052433 δ=0.053470 | a=1.388 | Duration: 995.4s
[2026-06-04 19:03:12] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 19:03:12] [OPT.GWO] [INFO] GWO ITERATION 17/50
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 0 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=47 | hidden=160 | layers=2 | dropout=0.023 | lr=0.00614 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 1 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=54 | hidden=195 | layers=3 | dropout=0.056 | lr=0.00533 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 2 (W) | wavelet=sym8 | level=7 | mode=symmetric | look_back=52 | hidden=78 | layers=4 | dropout=0.034 | lr=0.00342 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 3 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=46 | hidden=92 | layers=3 | dropout=0.034 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 4 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=53 | hidden=119 | layers=3 | dropout=0.017 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 5 (W) | wavelet=sym5 | level=4 | mode=symmetric | look_back=58 | hidden=87 | layers=2 | dropout=0.048 | lr=0.00116 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 6 (W) | wavelet=db8 | level=6 | mode=symmetric | look_back=52 | hidden=121 | layers=4 | dropout=0.042 | lr=0.00582 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 7 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=58 | hidden=105 | layers=2 | dropout=0.034 | lr=0.00684 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 8 (W) | wavelet=db7 | level=5 | mode=symmetric | look_back=47 | hidden=109 | layers=3 | dropout=0.045 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 9 (W) | wavelet=coif3 | level=7 | mode=symmetric | look_back=39 | hidden=172 | layers=3 | dropout=0.045 | lr=0.00730 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 10 (W) | wavelet=coif4 | level=6 | mode=symmetric | look_back=48 | hidden=111 | layers=3 | dropout=0.075 | lr=0.00993 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 19:03:17] [INFO]  i:T-16 | ind 11 (W) | wavelet=coif3 | level=6 | mode=symmetric | look_back=57 | hidden=116 | layers=3 | dropout=0.043 | lr=0.00215 | batch=32 | ablation[dwt=True, bi=True]
